Accession	STD Annot.	Curated Loc.
AT5G52110.2	chaperone (DUF2930)	thylakoid-integral
AT5G52410.1	oxidoreductase/transition metal ion-binding protein	envelope
AT5G52410.2	oxidoreductase/transition metal ion-binding protein	envelope
AT5G52440.1	Bacterial sec-independent translocation protein mttA/Hcf106	thylakoid-integral
AT5G52520.1	Class II aaRS and biotin synthetases superfamily protein	mitochondria; plastid stroma
AT5G52540.1	keratin-associated protein%2C putative (DUF819)	envelope
AT5G52570.1	beta-carotene hydroxylase 2	plastid
AT5G52780.1	transmembrane protein%2C putative (DUF3464)	thylakoid
AT5G52920.1	plastidic pyruvate kinase beta subunit 1	plastid stroma
AT5G52960.1	tRNA dimethylallyltransferase	plastid stroma
AT5G52970.1	thylakoid lumen 15.0 kDa protein	thylakoid-peripheral-lumenal-side
AT5G53080.1	Tetratricopeptide repeat (TPR)-like superfamily protein	plastid
AT5G53170.1	FTSH protease 11	envelope
AT5G53280.1	plastid division1	envelope-outer-integral
AT5G53460.1	NADH-dependent glutamate synthase 1	plastid stroma
AT5G53460.2	NADH-dependent glutamate synthase 1	plastid stroma
AT5G53460.3	NADH-dependent glutamate synthase 1	plastid stroma
AT5G53490.1	Tetratricopeptide repeat (TPR)-like superfamily protein	thylakoid-peripheral-lumenal-side
AT5G53490.2	Tetratricopeptide repeat (TPR)-like superfamily protein	thylakoid-peripheral-lumenal-side
AT5G53490.3	Tetratricopeptide repeat (TPR)-like superfamily protein	thylakoid-peripheral-lumenal-side
AT5G53580.1	NAD(P)-linked oxidoreductase superfamily protein	plastid
AT5G53860.1	embryo defective 2737	plastid
AT5G53860.2	embryo defective 2737	plastid
AT5G53860.3	embryo defective 2737	plastid
AT5G53860.4	embryo defective 2737	plastid
AT5G53860.5	embryo defective 2737	plastid
AT5G54090.1	DNA mismatch repair protein MutS%2C type 2	plastid
AT5G54180.1	plastid transcriptionally active 15	plastid nucleoid
AT5G54190.1	protochlorophyllide oxidoreductase A	thylakoid-peripheral-stromal-side
AT5G54190.2	protochlorophyllide oxidoreductase A	thylakoid-peripheral-stromal-side
AT5G54270.1	light-harvesting chlorophyll B-binding protein 3	thylakoid-integral
AT5G54290.1	cytochrome c biogenesis protein family	thylakoid-integral
AT5G54290.2	cytochrome c biogenesis protein family	thylakoid-integral
AT5G54600.1	Translation protein SH3-like family protein	plastid ribosome
AT5G54600.2	Translation protein SH3-like family protein	plastid ribosome
AT5G54770.1	thiazole biosynthetic enzyme%2C chloroplast (ARA6) (THI1) (THI4)	mitochondria; plastid stroma
AT5G54800.1	glucose 6-phosphate/phosphate translocator 1	envelope-inner-integral; peroxisome
AT5G54810.1	tryptophan synthase beta-subunit 1	plastid
AT5G55220.1	trigger factor type chaperone family protein	plastid stroma
AT5G55280.1	homolog of bacterial cytokinesis Z-ring protein FTSZ 1-1	plastid stroma
AT5G55510.1	Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein	envelope-outer
AT5G55580.1	Mitochondrial transcription termination factor family protein	plastid
AT5G55710.1	TIC 20-v-like protein	envelope-inner-integral
AT5G55740.1	Tetratricopeptide repeat (TPR)-like superfamily protein	plastid
AT5G56500.1	TCP-1/cpn60 chaperonin family protein	plastid stroma
AT5G56500.2	TCP-1/cpn60 chaperonin family protein	plastid stroma
AT5G56730.1	Insulinase (Peptidase family M16) protein	plastid
AT5G57030.1	Lycopene beta/epsilon cyclase protein	plastid
AT5G57040.1	Lactoylglutathione lyase / glyoxalase I family protein	plastid
AT5G57850.1	D-aminoacid aminotransferase-like PLP-dependent enzymes superfamily protein	plastid stroma
AT5G57930.1	APO RNA-binding protein (DUF794)	plastid
AT5G57930.2	APO RNA-binding protein (DUF794)	plastid
AT5G57960.1	GTP-binding protein%2C HflX	plastid stroma
AT5G58250.1	YCF54	plastid
AT5G58260.1	oxidoreductases%2C acting on NADH or NADPH%2C quinone or similar compound as acceptor	thylakoid
AT5G58260.2	oxidoreductases%2C acting on NADH or NADPH%2C quinone or similar compound as acceptor	thylakoid
AT5G58330.1	lactate/malate dehydrogenase family protein	plastid stroma
AT5G58330.2	lactate/malate dehydrogenase family protein	plastid stroma
AT5G58330.3	lactate/malate dehydrogenase family protein	plastid stroma
AT5G58370.1	P-loop containing nucleoside triphosphate hydrolases superfamily protein	plastid
AT5G58370.2	P-loop containing nucleoside triphosphate hydrolases superfamily protein	plastid
AT5G58770.1	Undecaprenyl pyrophosphate synthetase family protein	plastid stroma
AT5G58870.1	FTSH protease 9	plastid
AT5G59200.1	Tetratricopeptide repeat (TPR)-like superfamily protein	plastid
AT5G59250.1	Major facilitator superfamily protein	envelope-inner-integral
AT5G59750.1	monofunctional riboflavin biosynthesis protein RIBA 3	plastid stroma
AT5G59750.2	monofunctional riboflavin biosynthesis protein RIBA 3	plastid stroma
AT5G60600.1	4-hydroxy-3-methylbut-2-enyl diphosphate synthase	plastid stroma; thylakoid-peripheral-stromal-side
AT5G60600.2	4-hydroxy-3-methylbut-2-enyl diphosphate synthase	plastid stroma; thylakoid-peripheral-stromal-side
AT5G60600.3	4-hydroxy-3-methylbut-2-enyl diphosphate synthase	thylakoid-peripheral-stromal-side
AT5G60750.1	CAAX amino terminal protease family protein	plastid
AT5G61410.1	D-ribulose-5-phosphate-3-epimerase	plastid stroma
AT5G61410.2	D-ribulose-5-phosphate-3-epimerase	plastid stroma
AT5G61440.1	atypical CYS HIS rich thioredoxin 5	plastid
AT5G61580.1	phosphofructokinase 4	plastid stroma
AT5G61580.2	phosphofructokinase 4	plastid stroma
AT5G61670.1	orange protein	nucleus; plastid
AT5G61670.2	orange protein	nucleus; plastid
AT5G62140.1	ATP-dependent Clp protease ATP-binding subunit	plastid
AT5G62720.1	Integral membrane HPP family protein	envelope-inner-integral
AT5G62720.2	Integral membrane HPP family protein	envelope-inner-integral
AT5G62790.1	1-deoxy-D-xylulose 5-phosphate reductoisomerase	plastid stroma
AT5G62790.2	1-deoxy-D-xylulose 5-phosphate reductoisomerase	plastid stroma
AT5G63040.1	transmembrane protein	plastid
AT5G63040.2	transmembrane protein	plastid
AT5G63060.1	Sec14p-like phosphatidylinositol transfer family protein	plastid
AT5G63100.1	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	plastid stroma
AT5G63310.1	nucleoside diphosphate kinase 2	plastid stroma
AT5G63420.1	RNA-metabolising metallo-beta-lactamase family protein	plastid stroma
AT5G63570.1	glutamate-1-semialdehyde-2%2C1-aminomutase	plastid stroma
AT5G63890.1	histidinol dehydrogenase	plastid stroma
AT5G63890.2	histidinol dehydrogenase	plastid stroma
AT5G63980.1	SAL1 phosphatase-like protein	plastid stroma
AT5G64040.1	photosystem I reaction center subunit PSI-N%2C chloroplast%2C putative / PSI-N%2C putative (PSAN)	thylakoid-peripheral-lumenal-side
AT5G64040.2	photosystem I reaction center subunit PSI-N%2C chloroplast%2C putative / PSI-N%2C putative (PSAN)	thylakoid-peripheral-lumenal-side
AT5G64050.1	glutamate tRNA synthetase	mitochondria; plastid stroma
AT5G64280.1	dicarboxylate transporter 2.2	envelope
AT5G64290.1	dicarboxylate transport 2.1	envelope-inner-integral
AT5G64300.1	GTP cyclohydrolase II	plastid stroma
AT5G64380.1	Inositol monophosphatase family protein	plastid stroma
AT5G64580.1	AAA-type ATPase family protein	plastid
AT5G64840.1	general control non-repressible 5	plastid
AT5G64860.1	disproportionating enzyme	plastid
AT5G64940.1	ABC2 homolog 13	envelope-inner-integral
AT5G64940.2	ABC2 homolog 13	envelope-inner-integral
AT5G65220.1	Ribosomal L29 family protein	plastid ribosome
AT5G65250.1	transmembrane protein	plastid
AT5G65620.1	Zincin-like metalloproteases family protein	mitochondria; plastid stroma
AT5G65685.1	UDP-Glycosyltransferase superfamily protein	plastid
AT5G65685.2	UDP-Glycosyltransferase superfamily protein	plastid
AT5G65780.1	branched-chain amino acid aminotransferase 5 / branched-chain amino acid transaminase 5 (BCAT5)	plastid
AT5G65780.2	branched-chain amino acid aminotransferase 5 / branched-chain amino acid transaminase 5 (BCAT5)	plastid
AT5G65840.1	Thioredoxin superfamily protein	plastid stroma
AT5G66040.1	sulfurtransferase protein 16	plastid
AT5G66040.2	sulfurtransferase protein 16	plastid
AT5G66050.1	Wound-responsive family protein	plastid
AT5G66050.2	Wound-responsive family protein	plastid
AT5G66055.1	ankyrin repeat protein	plastid stroma
AT5G66055.2	ankyrin repeat protein	plastid stroma
AT5G66090.1	cell wall integrity/stress response component	plastid stroma
AT5G66120.1	3-dehydroquinate synthase	plastid stroma
AT5G66120.2	3-dehydroquinate synthase	plastid stroma
AT5G66190.1	ferredoxin-NADP[+]-oxidoreductase 1	thylakoid-peripheral-stromal-side
AT5G66190.2	ferredoxin-NADP[+]-oxidoreductase 1	thylakoid-peripheral-stromal-side
AT5G66380.1	folate transporter 1	envelope
AT5G66470.1	GTP-binding protein Era-like protein	plastid stroma
AT5G66530.1	Galactose mutarotase-like superfamily protein	plastid stroma
AT5G66530.2	Galactose mutarotase-like superfamily protein	plastid stroma
AT5G66550.1	Maf-like protein	plastid
AT5G66570.1	PS II oxygen-evolving complex 1	thylakoid-peripheral-lumenal-side
AT5G66720.1	Protein phosphatase 2C family protein	plastid stroma
AT5G66720.2	Protein phosphatase 2C family protein	plastid stroma
AT5G67030.1	zeaxanthin epoxidase (ZEP) (ABA1)	plastid stroma; thylakoid-peripheral-stromal-side
AT5G67030.2	zeaxanthin epoxidase (ZEP) (ABA1)	thylakoid-integral
AT5G67290.1	FAD-dependent oxidoreductase family protein	plastid
AT5G67370.1	DUF1230 family protein (DUF1230)	plastid
AT5G67520.1	adenosine-5'-phosphosulfate (APS) kinase 4	plastid
AT5G67570.1	Tetratricopeptide repeat (TPR)-like superfamily protein	plastid
ATCG00020.1	photosystem II reaction center protein A	thylakoid-integral
ATCG00040.1	maturase K	plastid stroma
ATCG00050.1	ribosomal protein S16	plastid ribosome
ATCG00065.1	ribosomal protein S12A	plastid ribosome
ATCG00070.1	photosystem II reaction center protein K precursor	thylakoid-integral
ATCG00080.1	photosystem II reaction center protein I	thylakoid-integral
ATCG00120.1	ATP synthase subunit alpha	thylakoid-peripheral-stromal-side
ATCG00130.1	ATPase%2C F0 complex%2C subunit B/B'%2C bacterial/chloroplast	thylakoid-integral
ATCG00140.1	ATP synthase subunit C family protein	thylakoid-integral
ATCG00150.1	ATPase%2C F0 complex%2C subunit A protein	thylakoid-integral
ATCG00160.1	ribosomal protein S2	plastid ribosome
ATCG00170.1	DNA-directed RNA polymerase family protein	plastid nucleoid
ATCG00180.1	DNA-directed RNA polymerase family protein	plastid nucleoid
ATCG00190.1	RNA polymerase subunit beta	plastid nucleoid
ATCG00210.1	electron transporter%2C transferring electrons within cytochrome b6/f complex of photosystem II	thylakoid-integral
ATCG00220.1	photosystem II reaction center protein M	thylakoid-integral
ATCG00270.1	photosystem II reaction center protein D	thylakoid-integral
ATCG00280.1	photosystem II reaction center protein C	thylakoid-integral
ATCG00300.1	YCF9	thylakoid-integral
ATCG00330.1	chloroplast ribosomal protein S14	plastid ribosome
ATCG00340.1	Photosystem I%2C PsaA/PsaB protein	thylakoid-integral
ATCG00350.1	Photosystem I%2C PsaA/PsaB protein	thylakoid-integral
ATCG00360.1	photosystem I assembly protein	thylakoid-peripheral-stromal-side
ATCG00380.1	chloroplast ribosomal protein S4	plastid ribosome
ATCG00420.1	NADH dehydrogenase subunit J	thylakoid
ATCG00430.1	photosystem II reaction center protein G	thylakoid
ATCG00440.1	NADH:ubiquinone/plastoquinone oxidoreductase%2C chain 3 protein	thylakoid-integral
ATCG00470.1	ATP synthase epsilon chain	thylakoid-peripheral-stromal-side
ATCG00480.1	ATP synthase subunit beta	thylakoid-peripheral-stromal-side
ATCG00490.1	ribulose-bisphosphate carboxylase	plastid stroma
ATCG00500.1	acetyl-CoA carboxylase carboxyl transferase subunit beta	plastid stroma
ATCG00510.1	photsystem I subunit I	thylakoid-integral
ATCG00520.1	unfolded protein binding protein	plastid stroma
ATCG00530.1	CemA-like proton extrusion protein-like protein	envelope-inner
ATCG00540.1	photosynthetic electron transfer A	thylakoid-integral
ATCG00550.1	photosystem II reaction center protein J	thylakoid-integral
ATCG00560.1	photosystem II reaction center protein L	thylakoid-integral
ATCG00570.1	photosystem II reaction center protein F	thylakoid-integral
ATCG00580.1	photosystem II reaction center protein E	thylakoid-integral
ATCG00590.1	electron carrier	thylakoid-integral
ATCG00600.1	PETG	thylakoid-integral
ATCG00630.1	PSAJ	thylakoid-integral
ATCG00640.1	ribosomal protein L33	plastid ribosome
ATCG00650.1	ribosomal protein S18	plastid ribosome
ATCG00660.1	ribosomal protein L20	plastid ribosome
ATCG00670.1	plastid-encoded CLP P	plastid stroma
ATCG00680.1	photosystem II reaction center protein B	thylakoid-integral
ATCG00690.1	photosystem II reaction center protein T	thylakoid-integral
ATCG00700.1	photosystem II reaction center protein N	thylakoid-integral
ATCG00710.1	photosystem II reaction center protein H	thylakoid-integral
ATCG00720.1	photosynthetic electron transfer B	thylakoid-integral
ATCG00730.1	photosynthetic electron transfer D	thylakoid-integral
ATCG00740.1	RNA polymerase subunit alpha	plastid nucleoid
ATCG00750.1	ribosomal protein S11	plastid ribosome
ATCG00760.1	ribosomal protein L36	plastid ribosome
ATCG00770.1	ribosomal protein S8	plastid ribosome
ATCG00780.1	ribosomal protein L14	plastid ribosome
ATCG00790.1	ribosomal protein L16	plastid ribosome
ATCG00800.1	structural constituent of ribosome	plastid ribosome
ATCG00810.1	ribosomal protein L22	plastid ribosome
ATCG00820.1	ribosomal protein S19	plastid ribosome
ATCG00830.1	ribosomal protein L2	plastid ribosome
ATCG00840.1	ribosomal protein L23.1	plastid ribosome
ATCG00860.1	Chloroplast Ycf2%3BATPase%2C AAA type%2C core	envelope-inner-peripheral-stromal-side
ATCG00870.1	Protein precursor Ycf15%2C putative%2C chloroplast	plastid stroma
ATCG00890.1	NADH-Ubiquinone/plastoquinone (complex I) protein	thylakoid-integral
ATCG00900.1	Ribosomal protein S7p/S5e family protein	plastid ribosome
ATCG00905.1	ribosomal protein S12C	plastid ribosome
ATCG01000.1	Ycf1 protein	envelope-inner-integral
ATCG01010.1	NADH-Ubiquinone oxidoreductase (complex I)%2C chain 5 protein	thylakoid-peripheral-stromal-side
ATCG01020.1	ribosomal protein L32	plastid ribosome
ATCG01040.1	Cytochrome C assembly protein	thylakoid-peripheral-lumenal-side
ATCG01050.1	NADH-plastoquinone oxidoreductase subunit	thylakoid
ATCG01060.1	iron-sulfur cluster binding%3Belectron carriers%3B4 iron%2C 4 sulfur cluster binding protein	thylakoid-peripheral-stromal-side
ATCG01070.1	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L	thylakoid-integral
ATCG01080.1	NADH:ubiquinone/plastoquinone oxidoreductase%2C chain 6	plastid
ATCG01090.1	NADPH dehydrogenase	thylakoid-peripheral-stromal-side
ATCG01100.1	NADH dehydrogenase family protein	thylakoid-integral
ATCG01110.1	NAD(P)H dehydrogenase subunit H	thylakoid
ATCG01120.1	chloroplast ribosomal protein S15	plastid ribosome
ATCG01130.1	Ycf1 protein	envelope-inner-integral
ATCG01230.1	ribosomal protein S12B	plastid ribosome
ATCG01240.1	ribosomal protein S7	plastid ribosome
ATCG01250.1	NADH-quinone oxidoreductase protein	thylakoid-integral
ATCG01270.1	Protein precursor Ycf15%2C putative%2C chloroplast	plastid stroma
ATCG01280.1	Chloroplast Ycf2%3BATPase%2C AAA type%2C core	envelope-inner-peripheral-stromal-side
ATCG01300.1	ribosomal protein L23	plastid ribosome
ATCG01310.1	ribosomal protein L2	plastid ribosome
